NSC,OV:IGROV1,OV:OVCAR-3,OV:OVCAR-4,OV:OVCAR-5,OV:OVCAR-8,OV:SK-OV-3,OV:NCI/ADR-RES
150432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150527,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151980,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154020,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156218,1.0,0.0,0.0,1.0,0.0,0.0,0.0
156265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159935,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164018,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166624,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167780,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168411,0.0,0.0,0.0,0.0,1.0,0.0,0.0
168415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168466,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168468,0.0,1.0,0.0,0.0,0.0,0.0,1.0
168470,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169434,1.0,0.0,0.0,0.0,0.0,0.0,0.0
169453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169780,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172614,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176371,0.0,0.0,1.0,0.0,0.0,0.0,0.0
176373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177383,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196524,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196593,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200692,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201241,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201438,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
201835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203308,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208706,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208885,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210760,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
